0,0.3732571006,0.4467258453,0.3898093104,0.2491844594,0.2602112889,0.26649037,0.3350931406,0.3307668865,0.2425030172,0.2576659322,0.2762339413,0.3339165151,0.2954217792,0.3287171721,0.6732655168,0.4020488262,0.3644751012,0.4984495044,0.3916990757,0.4923454225,0.4202759266,0.2630465031,0.2566350102,0.2713114619,0.3108610213,0.291477859,0.2309950292,0.2714323103,0.3026850522
0.3732571006,0,0.5563820004,0.6852884293,0.2450079173,0.2328610867,0.2458730936,0.2202107012,0.388418138,0.191606164,0.2288498431,0.2361106873,0.2625173926,0.245551303,0.2558889389,0.3560439348,0.5535277128,0.3720237613,0.3978476524,0.3164871335,0.4211000502,0.315659076,0.2603510022,0.2205018103,0.2351791859,0.2455651462,0.2575237155,0.2129442245,0.2374454439,0.2558637261
0.4467258453,0.5563820004,0,0.4624880254,0.2737625241,0.2538615167,0.2509427369,0.2408673316,0.3295075893,0.2398567647,0.2613222599,0.3132393658,0.3121011257,0.2559584975,0.2768115401,0.4777197838,0.406863749,0.4158212245,0.5623019934,0.3763952255,0.3915053308,0.3195763528,0.2621908784,0.236708954,0.256411463,0.261136055,0.3254748583,0.2113190144,0.2547726333,0.2829115689
0.3898093104,0.6852884293,0.4624880254,0,0.4161380231,0.3147365153,0.2758460939,0.283259064,0.3080291152,0.2161801308,0.240910843,0.2432659119,0.2710793614,0.252471298,0.2923395038,0.3993751109,0.4739480615,0.337559998,0.4017907977,0.3453279436,0.4700115621,0.3770558238,0.2432720661,0.2301697731,0.2447149009,0.266990602,0.2486760169,0.2254984379,0.2370842695,0.2634530067
0.2491844594,0.2450079173,0.2737625241,0.4161380231,0,0.443569988,0.2105650455,0.2406186759,0.2708867192,0.2384187728,0.2379999608,0.2495457679,0.2527119517,0.2030771524,0.290135324,0.2504101694,0.2515384257,0.2409719527,0.2532925308,0.2294932902,0.2772540152,0.3056320548,0.2524516284,0.2156582326,0.2038811743,0.2041777372,0.2516284883,0.2131019086,0.235905692,0.2487123907
0.2602112889,0.2328610867,0.2538615167,0.3147365153,0.443569988,0,0.2171831578,0.204028517,0.2265683711,0.1990472525,0.2171734869,0.2115030289,0.2191431969,0.2247190475,0.2271792889,0.2573170662,0.2633460462,0.2259259671,0.2399746478,0.2486045361,0.2756763101,0.2488973141,0.2252033651,0.2496534884,0.2004355639,0.2104110718,0.2122849524,0.1872399151,0.2028927058,0.2123229057
0.26649037,0.2458730936,0.2509427369,0.2758460939,0.2105650455,0.2171831578,0,0.3085992932,0.2294137478,0.3481240273,0.6068299413,0.2878310084,0.217095226,0.2973086834,0.226293847,0.2588038445,0.2594179511,0.2271134108,0.2452773601,0.2339155674,0.2898142338,0.2673694491,0.2048646659,0.2037492692,0.2245233953,0.2480622232,0.2271325588,0.2128206491,0.219858095,0.2185624391
0.3350931406,0.2202107012,0.2408673316,0.283259064,0.2406186759,0.204028517,0.3085992932,0,0.4576178491,0.6289365888,0.2447163612,0.2463097125,0.2307766676,0.2371842414,0.2507559061,0.2877725959,0.2439741641,0.2306948155,0.2494602501,0.2522877157,0.2784064412,0.2641460299,0.2083740681,0.2062470913,0.2307532281,0.3040769398,0.3224056363,0.2750690877,0.2087974548,0.2248603851
0.3307668865,0.388418138,0.3295075893,0.3080291152,0.2708867192,0.2265683711,0.2294137478,0.4576178491,0,0.3311611116,0.2224552631,0.2381095141,0.2515221834,0.2265690863,0.2472594976,0.3227948546,0.3435465395,0.2931239605,0.3642452359,0.2760426998,0.3052042425,0.2657107413,0.2685473561,0.206772849,0.2211733758,0.3052901328,0.4259751439,0.3056363463,0.275714159,0.2948661447
0.2425030172,0.191606164,0.2398567647,0.2161801308,0.2384187728,0.1990472525,0.3481240273,0.6289365888,0.3311611116,0,0.4371086061,0.5136860013,0.2189011127,0.2100701779,0.241764456,0.2206307352,0.2164112329,0.2111766338,0.2076181918,0.2212767154,0.2326783389,0.236173436,0.2064008713,0.1927304715,0.1987306178,0.2804448009,0.2972336709,0.2423446178,0.2016162872,0.2185545862
