0,0.4081199765,0.496383518,0.4491290152,0.2663670182,0.2864633203,0.2915143073,0.358045578,0.3694698513,0.2508394718,0.2736522257,0.29570508,0.3563590646,0.3220723569,0.3699954152,0.7115496397,0.4618596137,0.4131433368,0.5345980525,0.4478958547,0.5468697548,0.473801285,0.2894186974,0.2771159708,0.3005879223,0.3494346738,0.3226471841,0.2428761423,0.2877253592,0.3246583939
0.4081199765,0,0.5901323557,0.7106854916,0.2623032928,0.2487719357,0.2632014155,0.2394423038,0.4266784787,0.1949472725,0.2458003461,0.2556352019,0.2870680094,0.2673251629,0.2767786086,0.4057653546,0.60500139,0.4252050519,0.4473859668,0.3640443087,0.4782604277,0.3561938405,0.2755894959,0.2358399928,0.2596493959,0.2713932395,0.289953649,0.2205085754,0.2578490674,0.2775510848
0.496383518,0.5901323557,0,0.5117777586,0.2844050527,0.2773266435,0.2674961984,0.2573010921,0.3783347011,0.2362115383,0.2734251022,0.3227803111,0.3360090554,0.277852118,0.3047547042,0.5210403204,0.4690984786,0.4605726302,0.6085005999,0.4267034531,0.4511817098,0.3583231568,0.2842844725,0.2585774064,0.2844529152,0.2922466099,0.3576642871,0.2189074308,0.2689192891,0.3032201231
0.4491290152,0.7106854916,0.5117777586,0,0.4112575054,0.3232274652,0.2891134918,0.3079761565,0.3498689532,0.221414417,0.2508100569,0.2630706429,0.2993560433,0.2722711563,0.3279771507,0.4611044526,0.5391529202,0.3896325827,0.4553550184,0.4030708373,0.5385175943,0.4313673079,0.2656031847,0.248557061,0.2672387064,0.2954820991,0.2727864683,0.2343278825,0.2538591027,0.2891439199
0.2663670182,0.2623032928,0.2844050527,0.4112575054,0,0.4445181787,0.211769253,0.242477566,0.2750691473,0.2364851981,0.2411987782,0.2557756901,0.2642660737,0.2081952989,0.3116319776,0.268868506,0.2735955119,0.2576206326,0.271197319,0.2460409701,0.3037948608,0.3270106316,0.267634809,0.221063897,0.2052417994,0.213843897,0.2522993684,0.209931165,0.2351164073,0.2498175353
0.2864633203,0.2487719357,0.2773266435,0.3232274652,0.4445181787,0,0.2226546109,0.2104722559,0.2396762818,0.2007416934,0.2165679634,0.2195107937,0.2296619862,0.2264397591,0.2382098734,0.2790733278,0.2851405442,0.2462686002,0.2631441951,0.2685174942,0.2990120351,0.2668691874,0.2340056151,0.2645820677,0.2043307275,0.2192866802,0.2308578193,0.1830243319,0.2046188861,0.2197926044
0.2915143073,0.2632014155,0.2674961984,0.2891134918,0.211769253,0.2226546109,0,0.3238469958,0.2433764935,0.3568023145,0.6030630469,0.2833039761,0.220838353,0.2933618128,0.2325712144,0.2783021331,0.2789512277,0.2468035221,0.2627888322,0.250927031,0.302108109,0.2788720131,0.2113678157,0.2112258375,0.2351630628,0.2657185197,0.2280241698,0.2168344706,0.2248933613,0.2247032374
0.358045578,0.2394423038,0.2573010921,0.3079761565,0.242477566,0.2104722559,0.3238469958,0,0.4231248498,0.6494853497,0.2414624691,0.2394087017,0.2421651334,0.2547351718,0.27260831,0.3133398294,0.2692690492,0.2479354441,0.2716287971,0.2751361728,0.305557102,0.2858392298,0.2153656036,0.2115867138,0.2479446828,0.3257381618,0.3078587055,0.2837341726,0.2160930187,0.2332273424
0.3694698513,0.4266784787,0.3783347011,0.3498689532,0.2750691473,0.2396762818,0.2433764935,0.4231248498,0,0.3158562183,0.2327667475,0.2539000511,0.2719755471,0.2470009327,0.2676805854,0.3659085631,0.3908810318,0.3363008499,0.4086443782,0.3107901216,0.3494262099,0.2969253063,0.2756046057,0.2173178196,0.2345750779,0.3012456,0.4586769938,0.3011530042,0.2925044596,0.3159463108
0.2508394718,0.1949472725,0.2362115383,0.221414417,0.2364851981,0.2007416934,0.3568023145,0.6494853497,0.3158562183,0,0.4354524016,0.4986461699,0.2175806314,0.2154403925,0.2501644492,0.2311648428,0.2283107787,0.2179221213,0.2152641565,0.2290160656,0.24393709,0.2392803878,0.2108885348,0.1948535442,0.2026780844,0.2861610055,0.2897645235,0.2429489642,0.19684349,0.2166380137
0.2736522257,0.2458003461,0.2734251022,0.2508100569,0.2411987782,0.2165679634,0.6030630469,0.2414624691,0.2327667475,0.4354524016,0,0.6216545105,0.4162760377,0.3512655795,0.2307956666,0.2762636244,0.2670174539,0.245744586,0.2626097798,0.2428025305,0.2713361382,0.2578330338,0.240480423,0.1985921562,0.215136379,0.2133787125,0.2626976967,0.2013810575,0.2616401315,0.2460750043
